cycle,EPS1_median,EPS1_std,EPS1_max
0,2479.8,185.61612099536987,2951.6
1,2470.0,189.94008895356612,2947.4
2,2457.4,190.73684957806262,2939.8
3,2448.0,191.27060661313834,2929.6
4,2440.6,191.25836911634178,2923.8
5,2437.8,191.5185712942411,2920.6
6,2431.6,193.34185518544888,2921.6
7,2425.8,192.12302669352226,2913.0
8,2421.6,193.52966557706847,2909.4
9,2417.4,192.79525118407025,2905.4
10,2415.8,192.9801941302382,2905.4
11,2407.8,193.74692157562143,2899.4
12,2403.8,192.6308516726788,2891.4
13,2401.6,192.51347156695644,2887.6
14,2397.8,193.85837497035453,2888.6
15,2395.6,193.27550053567776,2885.6
16,2394.0,193.32443154818512,2885.4
17,2391.8,193.932853998978,2885.8
18,2388.0,193.96646268032956,2881.4
19,2383.4,195.1657002864923,2881.4
20,2379.8,193.28400743445005,2875.6
21,2377.6,193.21885360541665,2869.4
22,2374.4,193.9906329478443,2867.4
23,2373.6,193.01604175558754,2865.4
24,2372.8,192.90347189321648,2867.8
25,2368.0,193.75465917829922,2867.8
26,2367.6,193.71330903725206,2863.8
27,2367.8,193.6267687209763,2865.4
28,2363.6,194.18855577447303,2861.6
29,2361.6,195.5066973426994,2861.6
30,2361.4,195.44520431835633,2863.8
31,2359.8,195.8682243666261,2861.4
32,2359.8,195.82091541393413,2861.6
33,2359.0,195.49750403382112,2857.6
34,2357.0,196.2070525535511,2861.4
35,2355.8,195.49404097914413,2855.6
36,2357.2,195.3724904825441,2855.6
37,2358.0,195.42376663592697,2856.6
38,2359.6,196.14140835702594,2859.4
39,2355.8,196.71375141295835,2861.6
40,2360.4,194.59312229436478,2859.8
41,2356.0,196.60932761621697,2859.8
42,2357.4,196.28590720011746,2859.8
43,2354.4,197.13083931782612,2861.0
44,2353.6,196.35190294503988,2857.8
45,2355.6,195.82994888799774,2853.6
46,2358.0,196.13585969944123,2861.0
47,2351.8,198.06617869244914,2862.2
48,2353.4,196.12087331941703,2853.4
49,2351.8,197.1200547416647,2855.6
50,2353.0,196.664303450764,2855.8
51,2351.6,196.21373473118987,2851.4
52,2352.0,196.3212186793186,2853.4
53,2351.8,196.54634234576113,2851.8
54,2353.6,195.8892419859409,2851.8
55,2351.2,196.5994240821688,2855.8
56,2349.2,196.2650961364309,2851.6
57,2347.6,196.3427505208156,2849.6
58,2346.0,197.42002961840348,2849.6
59,2347.8,196.940321651193,2853.0
60,2347.6,197.0722592126995,2849.6
61,2347.6,196.33166924264535,2848.6
62,2347.6,196.7025060778716,2847.6
63,2344.0,197.3914250046671,2849.4
64,2344.4,197.0721992055787,2847.6
65,2345.6,196.8885107406057,2845.6
66,2345.6,196.63164917003033,2845.8
67,2345.6,197.48698186125443,2851.0
68,2345.6,196.8133345899805,2849.4
69,2345.2,196.3898940509352,2847.4
70,2343.6,196.65210301985732,2847.6
71,2341.8,196.87564765929505,2845.6
72,2345.4,196.00602194380474,2845.8
73,2344.0,197.32208577385498,2849.4
74,2344.0,196.81252220822202,2849.4
75,2345.4,197.03955716771225,2849.0
76,2344.6,196.8108654102617,2849.4
77,2341.6,197.7679189163508,2849.4
78,2343.2,196.7867057515293,2845.6
79,2341.8,197.25817572806494,2843.8
80,2342.0,196.6844008977735,2845.4
81,2342.8,196.8955212568857,2851.8
82,2343.3,196.4677823728573,2843.4
83,2343.4,197.03321425291566,2848.2
84,2343.6,197.2493060956342,2845.6
85,2343.4,197.11890304393998,2850.0
86,2343.4,196.93878584165103,2847.8
87,2345.8,197.809518275627,2851.0
88,2343.0,197.0567242945387,2849.8
89,2346.0,196.74185314951873,2850.8
90,2346.8,197.8990918992617,2851.2
91,2346.0,198.73557003700137,2853.0
92,2348.0,197.47509356935518,2851.0
93,2348.2,197.49364625420407,2851.2
94,2350.0,197.13896381188664,2851.2
95,2349.8,197.9583624875915,2853.2
96,2349.8,198.21090076510063,2855.2
97,2346.0,199.4276850779955,2855.0
98,2346.4,197.88820267748497,2851.0
99,2343.8,197.55683479903075,2851.0
100,2341.4,198.26937944385932,2849.0
101,2340.2,197.93111813829782,2845.4
102,2340.0,197.61392810073417,2843.6
103,2339.8,197.5085971599093,2843.6
104,2340.0,198.15920941574407,2845.6
105,2339.0,197.80232282323666,2843.6
106,2338.0,198.25540756374014,2845.0
107,2337.6,198.6122230583204,2843.4
108,2337.4,198.24456351918155,2841.6
109,2337.6,198.05932411116993,2841.8
110,2339.8,197.7933837177556,2843.4
111,2339.6,199.252977721758,2849.4
112,2341.6,197.19658676327893,2842.6
113,2342.0,198.20638018288685,2847.4
114,2340.8,197.6656051127079,2843.6
115,2341.6,198.13337236677165,2847.6
116,2341.8,198.31928812613268,2849.6
117,2339.8,199.21518808545414,2851.4
118,2337.4,198.52681747530994,2845.6
119,2337.8,198.2668606486266,2845.6
120,2337.4,198.28500871769384,2843.8
121,2336.2,198.52018674852133,2845.6
122,2337.6,197.96697217777117,2841.4
123,2337.6,197.94663015923908,2845.6
124,2334.0,199.50290708804076,2843.8
125,2335.6,198.02786784037696,2841.6
126,2335.2,198.3460404651881,2841.8
127,2336.0,198.29800110814566,2843.6
128,2341.6,197.9736706727015,2847.6
129,2335.8,197.7156234124383,2843.6
130,2337.0,197.58787876839745,2847.2
131,2335.8,198.0384261499402,2845.4
132,2334.8,198.0104868871809,2839.6
133,2335.6,198.18942233176722,2843.4
134,2335.8,198.3592542773496,2841.6
135,2336.4,198.54842826552422,2845.4
136,2336.0,198.28040848222213,2843.6
137,2335.8,198.49208536689258,2845.4
138,2335.8,198.41368253235015,2845.4
139,2337.6,198.83086349703206,2843.6
140,2337.6,198.64090478512858,2845.8
141,2337.8,198.83434348548485,2845.6
142,2335.4,199.84627214012176,2847.4
143,2335.6,198.7477211040491,2845.8
144,2337.8,198.1109888771305,2843.4
145,2333.8,199.8994443638505,2845.6
146,2334.2,198.27828095684075,2841.8
147,2333.8,198.91647677400744,2843.6
148,2333.6,198.47695941038518,2840.0
149,2333.8,198.567490049926,2843.6
150,2336.0,198.56672333630905,2843.4
151,2332.4,198.64121145850837,2842.0
152,2335.0,198.091282354939,2839.6
153,2333.8,198.56806600788534,2841.4
154,2334.0,198.95806227690224,2843.4
155,2334.6,198.6015118526222,2847.0
156,2334.0,199.23256141833733,2849.0
157,2334.0,198.15830874108505,2841.8
158,2334.0,198.54018329042543,2840.6
159,2334.0,199.58472221917992,2847.6
160,2334.0,199.6612619658869,2847.4
161,2335.6,197.59498385632378,2839.6
162,2335.8,198.6599891609056,2845.6
163,2335.4,198.177419278859,2839.6
164,2335.4,198.54606376078416,2841.8
165,2335.6,197.07676188933624,2839.4
166,2334.4,199.5174586643785,2845.0
167,2331.8,199.38394035670873,2843.8
168,2335.6,198.07513320205305,2842.2
169,2335.8,198.40025431466623,2845.0
170,2334.6,198.7626518959857,2845.2
171,2336.4,197.48716053360235,2843.2
172,2335.0,197.93539394175573,2845.0
173,2333.6,200.39976465036577,2847.2
174,2332.6,200.026228422965,2845.6
175,2332.6,199.0759612931448,2843.0
176,2333.6,197.77103164720228,2839.4
177,2335.8,198.6549430141442,2843.8
178,2336.0,199.08107703208324,2845.6
179,2329.6,200.36430108414285,2851.0
180,2328.0,199.43081729146863,2839.0
181,2329.6,198.506269106397,2837.6
182,2327.8,198.0762948371198,2837.6
183,2327.6,198.92168128356363,2837.8
184,2329.4,198.75874810562365,2837.4
185,2329.6,199.13309191554492,2839.4
186,2329.6,199.79842692589034,2839.8
187,2329.7,198.13910233457506,2837.8
188,2331.2,198.05669107002794,2836.4
189,2331.8,198.94770408721104,2841.6
190,2331.6,199.04190551349166,2840.0
191,2331.8,198.6380247245979,2841.8
192,2331.4,198.8121032772525,2839.6
193,2332.0,198.57402086510146,2837.6
194,2331.6,198.78197556017705,2841.4
195,2331.6,199.34461844848724,2841.8
196,2333.6,198.7951853035737,2843.6
197,2331.6,198.25612567049862,2835.6
198,2330.0,198.15270203188243,2837.6
199,2331.6,198.44577353396969,2838.4
200,2331.4,199.89729035705318,2845.6
201,2332.0,197.9451639025366,2841.4
202,2331.6,198.6266319248014,2840.4
203,2334.4,197.37046534462814,2842.4
204,2333.6,198.08971583145163,2843.0
205,2333.8,198.26081618710765,2841.8
206,2333.2,199.3117214814578,2843.6
207,2332.8,198.65527133824497,2843.0
208,2335.6,197.6089376007966,2843.6
209,2335.6,198.24646633760182,2843.4
210,2361.6,199.41266228992814,2875.4
211,2865.6,266.53231419076286,2875.0
212,2358.0,216.5400712364205,2875.2
213,2361.8,203.54962904712175,2875.2
214,2444.9,279.66668732096576,2873.0
215,2424.7,280.35650037743727,2867.4
216,2355.6,199.4090782391916,2863.8
217,2359.2,199.70371238325083,2871.8
218,2355.8,200.6208946712342,2867.6
219,2353.2,201.2744732306143,2867.4
220,2349.0,203.34040640459295,2869.6
221,2349.8,201.26675071042808,2865.4
222,2351.8,201.91232128771517,2867.6
223,2352.0,203.09074766134265,2869.6
224,2347.8,201.1826055825413,2865.4
225,2349.8,201.4167152297144,2865.4
226,2347.8,201.82050016627016,2867.4
227,2349.6,201.70209596808493,2867.6
228,2350.0,201.52197542669848,2871.8
229,2350.0,203.4430458451767,2875.0
230,2349.4,203.33858698790692,2873.6
231,2349.6,201.17406530109818,2865.6
232,2347.6,202.71419372392137,2870.4
233,2346.8,200.90969261968945,2861.6
234,2349.8,200.73913005972472,2863.8
235,2349.6,200.84390847149191,2865.6
236,2347.8,201.2851638852922,2863.4
237,2348.8,200.84350801979042,2863.6
238,2347.6,201.28458307475051,2862.6
239,2346.0,201.07887588850215,2861.4
240,2347.4,201.32841607731115,2863.4
241,2347.6,200.6131146735977,2863.4
242,2348.0,200.20597775736832,2867.6
243,2347.8,201.15934569574193,2865.4
244,2349.6,201.18604420399973,2865.6
245,2345.6,202.2395564067259,2867.4
246,2346.8,200.63730448661377,2863.4
247,2849.8,268.9466419986197,2865.6
248,2345.8,206.03379652117306,2857.4
249,2349.8,198.0511179562757,2857.8
250,2349.8,198.76980069195923,2861.4
251,2338.0,199.61254120104977,2857.6
252,2335.4,201.94862395140223,2849.6
253,2337.8,200.8707543063072,2848.6
254,2335.8,202.20872618752128,2849.6
255,2335.8,201.95973190799103,2853.4
256,2336.0,202.0314820955131,2853.4
257,2337.8,200.94876951549247,2853.4
258,2337.8,202.3558944635241,2855.4
259,2337.0,203.06780589902556,2857.6
260,2337.8,201.7352687308391,2855.4
261,2337.6,202.2155495776987,2855.4
262,2335.4,202.1925456066866,2852.6
263,2334.6,201.17033310156188,2853.4
264,2335.6,201.73824406422935,2851.6
265,2335.8,201.12258709643578,2849.8
266,2336.0,201.11853345905828,2849.6
267,2335.8,201.89632604788568,2853.4
268,2337.6,201.4257704839628,2853.8
269,2339.8,201.70852419873682,2861.8
270,2334.0,202.47960058406406,2853.8
271,2335.6,201.12928486936457,2851.4
272,2335.8,200.24368983607303,2850.8
273,2337.4,199.66599003718304,2849.8
274,2336.0,200.39227116756817,2853.0
275,2339.8,199.9539714672711,2849.4
276,2339.6,199.80030738953093,2853.2
277,2337.8,200.22433380242103,2852.6
278,2338.0,200.1469478358594,2853.0
279,2337.8,200.53682512667726,2851.8
280,2337.8,200.61973312966762,2853.4
281,2337.6,200.8315684133534,2853.6
282,2339.6,199.9186337738278,2851.4
283,2339.8,200.60025535125834,2855.4
284,2338.2,200.8917112994553,2853.6
285,2338.0,200.58034081866725,2853.6
286,2337.8,199.35708678366743,2851.4
287,2337.8,200.2657589094849,2851.6
288,2338.0,200.15417046408425,2851.8
289,2338.6,199.59575856666356,2855.4
290,2336.0,199.6008663327116,2853.6
291,2335.6,200.14227593764008,2851.8
292,2329.0,199.6703368291022,2847.4
293,2328.0,201.02161692119205,2843.4
294,2327.6,201.2393119232243,2838.4
295,2325.8,201.87743460355486,2838.6
296,2325.6,202.17399423937076,2841.6
297,2325.6,201.82777584097713,2839.4
298,2324.4,202.06704310730774,2837.6
299,2323.8,203.01064002628746,2841.4
300,2323.8,200.8939581993505,2833.4
301,2326.8,200.90413601112502,2838.4
302,2329.0,201.25792165934072,2843.8
303,2329.6,201.13298263900703,2842.4
304,2325.8,202.1556740794342,2840.4
305,2324.0,200.00371518769438,2835.6
306,2326.0,200.5836842855377,2838.4
307,2325.8,201.24142524207645,2837.4
308,2323.8,201.28315071905413,2835.6
309,2321.6,201.3282715083124,2837.6
310,2319.8,200.26564155673395,2833.6
311,2323.6,200.41470856642195,2832.6
312,2321.6,201.14964659847982,2835.6
313,2323.6,199.3123060699064,2831.4
314,2321.8,199.88985870118222,2831.4
315,2323.0,200.72371590072024,2835.8
316,2322.1,200.4182659522,2835.4
317,2325.6,199.23464500145252,2835.6
318,2325.1,199.84446219146218,2835.4
319,2326.0,199.295953346307,2837.4
320,2327.8,199.60116132087032,2839.4
321,2325.9,200.0902877647118,2841.4
322,2326.0,199.63952391164418,2837.4
323,2327.6,199.67369838100242,2839.4
324,2326.0,200.15672330839715,2841.8
325,2324.4,198.74793395217284,2832.6
326,2325.8,198.9590408706599,2834.2
327,2327.8,199.15630065452936,2838.4
328,2327.8,199.11354983718965,2837.4
329,2329.4,199.78909564084918,2839.8
330,2329.6,199.52134556114035,2841.6
331,2330.6,198.5224440032354,2839.4
332,2331.2,199.0460050470599,2839.6
333,2335.8,198.76623092714146,2854.0
334,2335.8,199.53885989747678,2851.8
335,2329.8,198.19979519165642,2843.0
336,2329.8,198.2335672040377,2843.4
337,2330.6,198.79562046423,2846.6
338,2331.4,198.93955657695423,2843.6
339,2329.2,198.99697591667234,2844.0
340,2330.2,199.05011055358707,2843.8
341,2330.8,197.770499381828,2840.4
342,2331.6,198.29399027894337,2841.4
343,2863.2,282.92154464937215,2873.6
344,2353.6,201.7232569204332,2872.4
345,2861.8,282.2828107330765,2869.6
346,2859.8,282.0505501082178,2871.6
347,2855.6,281.1794041315322,2871.6
348,2853.8,280.90129789944456,2863.4
349,2854.0,281.11578722969386,2861.4
350,2349.4,200.9451098974896,2867.4
351,2857.8,281.288478169608,2866.6
352,2856.4,281.2553730845754,2865.6
353,2855.8,280.747213212414,2865.6
354,2854.2,281.351870923406,2867.8
355,2854.0,280.5038585792056,2865.8
356,2853.8,281.1361705935427,2863.8
357,2854.0,282.127524268206,2866.8
358,2850.0,281.7102744104743,2861.0
359,2850.0,281.9269027871138,2861.6
360,2851.6,281.73791487618183,2857.6
361,2853.2,281.76387245518805,2861.8
362,2850.0,281.7433615279925,2868.0
363,2848.0,282.14014430991693,2859.6
364,2847.8,282.6508109495188,2857.6
365,2386.0,283.1346149898191,2857.4
366,2845.6,282.2292107830558,2855.8
367,2845.8,282.96346085359136,2853.8
368,2845.8,282.6016722401906,2855.6
369,2846.6,283.1516451680485,2859.4
370,2848.6,235.63598190069442,2856.4
371,2847.6,280.9084376631894,2857.8
372,2847.6,282.6796815779922,2855.6
373,2845.8,282.9421153120832,2857.6
374,2846.0,283.77141332620596,2865.4
375,2846.6,283.4455383913952,2857.4
376,2845.6,283.48569600511087,2857.6
377,2844.0,283.58272451098355,2856.4
378,2843.6,283.63370268847166,2852.6
379,2843.8,283.78888160791223,2851.8
380,2367.7,285.0304809557842,2854.4
381,2845.4,283.8471578934058,2855.6
382,2846.0,284.18918698291793,2857.4
383,2332.8,200.9649123061501,2859.6
384,2830.2,282.43283954559115,2849.4
385,2829.8,281.3423703031181,2841.6
386,2831.8,281.7900772111774,2845.2
387,2321.6,200.99352678394163,2841.4
388,2831.6,232.37958719721416,2843.6
389,2326.0,207.3938211766588,2841.6
390,2830.0,281.05762243399533,2849.0
391,2830.0,281.7275469628979,2843.4
392,2829.8,281.16557809139306,2843.6
393,2322.0,201.074647159624,2845.4
394,2831.8,281.85862168142313,2842.2
395,2831.8,234.20175426301427,2841.4
396,2326.4,206.27192364510987,2843.4
397,2325.8,198.23065004028993,2842.4
398,2831.6,280.1257312891551,2849.6
399,2829.8,281.0040349098001,2843.4
400,2829.8,282.4301608404729,2838.6
401,2829.6,282.56230067296514,2839.6
402,2829.6,281.86067822579275,2839.8
403,2321.4,200.4441665715609,2839.8
404,2831.8,283.0793426333053,2843.6
405,2831.6,282.74188313022336,2842.4
406,2831.8,283.18875731488987,2841.8
407,2831.8,282.8869861976746,2847.6
408,2831.8,282.2979592492153,2845.6
409,2831.8,282.746957001417,2841.4
410,2831.8,282.591640678487,2843.6
411,2829.8,282.80097759146213,2843.4
412,2829.8,282.80813922273956,2839.6
413,2317.6,200.1254274374228,2841.4
414,2828.0,282.9360794219288,2841.4
415,2829.8,283.2307687820358,2837.8
416,2829.6,283.13385341355246,2837.6
417,2319.8,199.49596752659465,2837.6
418,2833.0,284.2697318632801,2843.4
419,2365.6000000000004,283.62713906405173,2837.6
420,2318.4,200.2072927662796,2843.4
421,2830.2,282.9833352243874,2841.4
422,2829.2,282.82318163432365,2837.4
423,2829.6,282.77106107738547,2841.8
424,2827.8,282.5208259628235,2835.6
425,2311.6,198.7592466872689,2829.4
426,2312.0,201.19572011227643,2831.4
427,2311.8,200.69678331803075,2831.2
428,2313.6,201.11511900910025,2827.6
429,2313.8,200.78389525481828,2829.4
430,2315.6,200.74825117047362,2831.4
431,2317.8,200.92993394609624,2837.4
432,2317.4,201.165193077052,2835.4
433,2319.4,201.4355967329527,2837.4
434,2315.6,202.73520157987406,2837.6
435,2315.6,200.9131430709129,2831.6
436,2315.8,199.64942094250944,2829.8
437,2317.6,199.87048937023965,2833.6
438,2317.8,200.274841559649,2831.6
439,2315.8,199.80919204047194,2830.6
440,2319.4,200.122349060513,2831.6
441,2317.8,199.94957055406277,2835.4
442,2318.0,200.03593832400657,2835.4
443,2317.8,201.57999312554222,2839.4
444,2320.0,199.91493666356138,2835.2
445,2318.6,200.27808982398153,2834.0
446,2319.8,199.2502612476946,2833.4
447,2317.6,199.88876777910104,2835.8
448,2318.0,199.61985761869525,2833.6
449,2317.6,199.8488512502995,2833.4
450,2318.0,199.67915974367034,2833.6
451,2317.8,199.90936419793428,2833.6
452,2319.6,199.82893064626688,2839.4
453,2319.6,200.40221249253207,2837.6
454,2321.4,200.0896941239803,2835.6
455,2317.4,201.66429108756182,2845.0
456,2320.4,198.8641410437565,2833.8
457,2319.8,199.05789621030848,2837.6
458,2321.8,199.06502099529519,2839.8
459,2321.8,199.48886645110102,2838.8
460,2322.0,199.9579344125886,2843.2
461,2322.8,200.6061324540446,2843.0
462,2323.8,199.09042572355077,2841.0
463,2827.6,234.44379449900106,2843.0
464,2326.4,204.143225416513,2839.0
465,2326.8,198.32869072424432,2843.0
466,2328.2,196.32498504870875,2843.8
467,2328.0,198.12114027599273,2840.0
468,2323.8,199.12802490419557,2847.8
469,2825.8,280.6442132663209,2835.8
470,2319.8,198.03743974619823,2833.8
471,2319.8,199.26588000797187,2834.0
472,2319.8,199.13753903969996,2833.8
473,2321.2,198.95061645467914,2833.6
474,2319.6,199.63590239456687,2837.8
475,2322.2,199.4845929878349,2837.0
476,2855.6,284.11040946281344,2871.4
477,2851.6,282.51799148130095,2861.8
478,2849.8,282.10087971421643,2863.6
479,2849.6,282.97990856023154,2859.6
480,2849.2,282.52108434195895,2863.2
481,2849.8,282.48622491528687,2860.6
482,2849.6,283.27726465560323,2863.6
483,2849.8,234.01541012156102,2859.4
484,2847.4,281.798367695778,2861.6
485,2843.6,282.14927401580877,2853.4
486,2842.6,282.4776754776433,2853.8
487,2843.8,283.5775849007399,2853.6
488,2843.8,282.99969063981194,2855.4
489,2844.0,283.3858154994588,2853.6
490,2844.8,283.39881546332646,2855.6
491,2845.6,283.5075587394812,2855.6
492,2844.0,283.9018268176549,2855.6
493,2844.0,283.8377981471099,2853.6
494,2846.0,284.5686050244413,2853.6
495,2331.6,202.32902019740328,2857.6
496,2845.6,284.4938717688975,2855.6
497,2845.8,285.2816006991661,2853.4
498,2845.6,284.9724316934843,2853.8
499,2843.8,236.45130172558711,2854.4
500,2841.6,282.347167443745,2850.4
501,2842.0,284.84457898812667,2851.4
502,2843.6,284.9329455926597,2853.2
503,2843.4,284.83639746398876,2853.4
504,2840.2,283.4895034428678,2849.0
505,2841.6,284.8082638521919,2861.8
506,2843.8,284.30676986328325,2855.0
507,2844.2,284.77821744119353,2851.8
508,2840.8,284.864661492945,2853.0
509,2841.6,283.8684654705675,2851.0
510,2843.8,284.70832183726696,2852.0
511,2839.6,283.78346135683563,2855.4
512,2839.8,284.5593153698258,2847.8
513,2837.8,284.0652299286286,2849.6
514,2837.8,284.1423022770858,2847.6
515,2838.0,284.702348475347,2847.8
516,2840.6,285.2221133149169,2851.8
517,2830.0,285.10176731081395,2844.4
518,2821.8,282.75550484991925,2838.4
519,2826.6,282.81784637589675,2839.0
520,2831.2,284.009323896022,2841.4
521,2826.2,282.97297098266785,2839.2
522,2827.2,282.6657489289694,2839.0
523,2829.0,282.5923850318427,2835.2
524,2830.4,283.22560496045037,2837.4
525,2827.4,282.7254798736841,2839.2
526,2827.6,283.0439928822314,2839.4
527,2318.2,201.70072284655225,2839.4
528,2831.4,283.4733846731445,2843.2
529,2320.0,201.17395940752525,2841.0
530,2835.1,283.85683471399426,2843.4
531,2385.0,285.1987569987718,2845.0
532,2320.0,200.74564269198964,2841.2
533,2831.6,283.5185300680437,2841.4
534,2828.8,282.2452539490877,2840.0
535,2819.4,285.43364524735944,2839.0
536,2813.8,283.40757221322355,2829.8
537,2811.8,283.7627404351895,2827.2
538,2813.4,283.8361157884714,2820.6
539,2813.8,283.90352346216946,2820.4
540,2813.8,283.96037137050445,2821.4
541,2815.6,284.00510153261035,2825.4
542,2817.6,283.91136520971213,2823.8
543,2819.4,284.5407231718091,2827.8
544,2819.8,285.0296322567195,2827.4
545,2819.6,285.46074805845086,2827.4
546,2815.8,283.7936712540773,2825.4
547,2816.0,284.30278161366584,2821.8
548,2818.0,284.860911888286,2828.4
549,2817.8,285.826380060627,2828.4
550,2811.6,284.0375928646458,2823.4
551,2811.8,284.4914730991558,2821.8
552,2813.8,284.25566641194115,2823.4
553,2814.0,284.4161239091509,2825.8
554,2811.8,284.33028027449996,2827.4
555,2811.8,284.1250668136555,2819.6
556,2811.6,284.3395154528614,2819.8
557,2811.6,283.632953879305,2821.6
558,2293.8,199.50476302820618,2815.4
559,2295.6,201.7904995796771,2813.6
560,2805.8,281.82881580710756,2815.6
561,2296.1,202.35151392029792,2817.4
